user_id,monthly_income,current_balance,curr_dining,last_dining,dining_change_pct,curr_shopping,last_shopping,shopping_delta_amt,total_spend,expense_ratio,savings_ratio,goal_target,months_to_goal,goal_shortfall,predicted_balance_15d,agent_ground_truth_advice
494,152523,296765,3193,2797,14.1,5940,6971,-1031,41247,0.27,0.73,500000,4.0,203235,276142,Goal reach in 4.0 months. Excellent budget discipline!
495,84979,346116,8562,10857,-21.1,22554,27730,-5176,48780,0.57,0.43,100000,0.9,0,321726,Great! Shopping reduced by ₹5176. Goal reach in 0.9 months. Excellent budget discipline!
496,130520,286371,2773,2402,15.4,8398,8086,312,48174,0.37,0.63,500000,5.4,213629,262284,Goal reach in 5.4 months. Excellent budget discipline!
497,106831,382513,14434,10299,40.2,7789,6046,1743,62303,0.58,0.42,50000,0.1,0,351362,Dining increased by 40%. Goal reach in 0.1 months. Excellent budget discipline!
498,86475,263049,14188,10988,29.1,19984,16029,3955,71309,0.82,0.18,50000,0.1,0,227394,Goal reach in 0.1 months. High risk: Expense ratio at 70%+. Reduce wants.
499,155279,86616,3811,4369,-12.8,9588,11268,-1680,23478,0.15,0.85,1000000,7.5,913384,74877,Goal reach in 7.5 months. Excellent budget discipline!
500,45412,252381,10270,7954,29.1,22935,26685,-3750,65433,1.44,0.0,100000,-1.0,100000,219664,Great! Shopping reduced by ₹3750. Falling short of goal due to overspending. High risk: Expense ratio at 70%+. Reduce wants.
501,187204,152965,13383,13852,-3.4,2534,1874,660,54682,0.29,0.71,100000,0.5,0,125624,Goal reach in 0.5 months. Excellent budget discipline!
502,59466,350525,7264,6712,8.2,4857,6742,-1885,26531,0.45,0.55,50000,0.1,0,337260,Goal reach in 0.1 months. Excellent budget discipline!
503,77228,36063,13901,8689,60.0,17995,21084,-3089,63032,0.82,0.18,500000,34.7,463937,4547,Dining increased by 60%. Great! Shopping reduced by ₹3089. Goal reach in 34.7 months. High risk: Expense ratio at 70%+. Reduce wants.
504,117120,229114,7649,9892,-22.7,23104,25203,-2099,52619,0.45,0.55,500000,7.0,270886,202804,Great! Shopping reduced by ₹2099. Goal reach in 7.0 months. Excellent budget discipline!
505,121146,121434,9611,12061,-20.3,17546,10857,6689,67684,0.56,0.44,100000,1.4,0,87592,Goal reach in 1.4 months. Excellent budget discipline!
506,118711,140436,3009,3869,-22.2,24318,29013,-4695,64116,0.54,0.46,1000000,17.8,859564,108378,Great! Shopping reduced by ₹4695. Goal reach in 17.8 months. Excellent budget discipline!
507,66921,174343,9438,8962,5.3,1576,1917,-341,40745,0.61,0.39,100000,2.5,0,153970,Goal reach in 2.5 months. Excellent budget discipline!
508,198011,73343,11128,15391,-27.7,3780,3297,483,30805,0.16,0.84,500000,2.9,426657,57940,Goal reach in 2.9 months. Excellent budget discipline!
509,171546,75177,2364,2001,18.1,7149,6783,366,18468,0.11,0.89,500000,3.2,424823,65943,Goal reach in 3.2 months. Excellent budget discipline!
510,44101,480959,14906,10922,36.5,7880,6108,1772,52588,1.19,0.0,500000,-1.0,500000,454665,Dining increased by 36%. Falling short of goal due to overspending. High risk: Expense ratio at 70%+. Reduce wants.
511,126311,177143,6884,4451,54.7,18969,12852,6117,64054,0.51,0.49,50000,0.2,0,145116,Dining increased by 55%. Goal reach in 0.2 months. Excellent budget discipline!
512,139706,137031,10859,11601,-6.4,21010,29211,-8201,70077,0.5,0.5,100000,1.0,0,101992,Great! Shopping reduced by ₹8201. Goal reach in 1.0 months. Excellent budget discipline!
513,113026,475212,6354,4517,40.7,20172,14878,5294,73325,0.65,0.35,500000,10.2,24788,438550,Dining increased by 41%. Goal reach in 10.2 months. Excellent budget discipline!
514,70324,370127,4334,5162,-16.0,24588,20690,3898,71820,1.02,0.0,50000,-1.0,50000,334217,Falling short of goal due to overspending. High risk: Expense ratio at 70%+. Reduce wants.
515,144890,455679,5433,5770,-5.8,21751,23078,-1327,67552,0.47,0.53,1000000,11.8,544321,421903,Goal reach in 11.8 months. Excellent budget discipline!
516,172208,209719,14454,17643,-18.1,7048,6097,951,58704,0.34,0.66,100000,0.5,0,180367,Goal reach in 0.5 months. Excellent budget discipline!
517,91547,210066,6570,5502,19.4,20324,16301,4023,65489,0.72,0.28,500000,17.6,289934,177322,Goal reach in 17.6 months. High risk: Expense ratio at 70%+. Reduce wants.
518,192184,67907,11707,10458,11.9,12357,12424,-67,49659,0.26,0.74,1000000,6.9,932093,43078,Goal reach in 6.9 months. Excellent budget discipline!
519,53159,36074,13496,16857,-19.9,17029,18180,-1151,74077,1.39,0.0,1000000,-1.0,1000000,-964,Falling short of goal due to overspending. High risk: Expense ratio at 70%+. Reduce wants.
520,199067,473833,11863,10826,9.6,6977,6330,647,42406,0.21,0.79,1000000,5.8,526167,452630,Goal reach in 5.8 months. Excellent budget discipline!
521,74558,400257,14102,16900,-16.6,23529,32757,-9228,55532,0.74,0.26,1000000,48.4,599743,372491,Great! Shopping reduced by ₹9228. Goal reach in 48.4 months. High risk: Expense ratio at 70%+. Reduce wants.
522,141290,486270,9077,8160,11.2,2449,2547,-98,25157,0.18,0.82,100000,0.1,0,473692,Goal reach in 0.1 months. Excellent budget discipline!
523,84995,454798,11807,8415,40.3,24848,21222,3626,59628,0.7,0.3,100000,0.4,0,424984,Dining increased by 40%. Goal reach in 0.4 months. High risk: Expense ratio at 70%+. Reduce wants.
524,131331,281874,8850,12199,-27.5,15436,9484,5952,67347,0.51,0.49,50000,0.1,0,248200,Goal reach in 0.1 months. Excellent budget discipline!
525,120210,82044,4468,3538,26.3,20706,18570,2136,37638,0.31,0.69,100000,1.0,17956,63225,Goal reach in 1.0 months. Excellent budget discipline!
526,196463,51497,14083,17258,-18.4,6994,5306,1688,37463,0.19,0.81,50000,0.2,0,32766,Goal reach in 0.2 months. Excellent budget discipline!
527,72331,139342,11926,11773,1.3,2378,2860,-482,37833,0.52,0.48,50000,0.6,0,120426,Goal reach in 0.6 months. Excellent budget discipline!
528,74311,365543,9783,13097,-25.3,18230,18125,105,66410,0.89,0.11,1000000,117.3,634457,332338,Goal reach in 117.3 months. High risk: Expense ratio at 70%+. Reduce wants.
529,156897,122694,13239,8368,58.2,14406,16509,-2103,40788,0.26,0.74,500000,4.1,377306,102300,Dining increased by 58%. Great! Shopping reduced by ₹2103. Goal reach in 4.1 months. Excellent budget discipline!
530,85744,165271,3641,2199,65.6,10685,9761,924,29417,0.34,0.66,100000,1.2,0,150562,Dining increased by 66%. Goal reach in 1.2 months. Excellent budget discipline!
531,177129,321202,2370,1982,19.6,15252,10950,4302,57348,0.32,0.68,100000,0.3,0,292528,Goal reach in 0.3 months. Excellent budget discipline!
532,148616,279085,12581,9553,31.7,11833,13770,-1937,39468,0.27,0.73,100000,0.4,0,259351,Dining increased by 32%. Goal reach in 0.4 months. Excellent budget discipline!
533,78804,110491,6153,5557,10.7,4485,4717,-232,20828,0.26,0.74,50000,0.5,0,100077,Goal reach in 0.5 months. Excellent budget discipline!
534,128780,410689,7401,6889,7.4,3666,4519,-853,46824,0.36,0.64,500000,5.1,89311,387277,Goal reach in 5.1 months. Excellent budget discipline!
535,149088,106219,7362,10047,-26.7,10847,14734,-3887,28649,0.19,0.81,1000000,8.1,893781,91894,Great! Shopping reduced by ₹3887. Goal reach in 8.1 months. Excellent budget discipline!
536,191360,435321,13284,12637,5.1,16561,19852,-3291,72564,0.38,0.62,50000,0.1,0,399039,Great! Shopping reduced by ₹3291. Goal reach in 0.1 months. Excellent budget discipline!
537,148882,386912,5565,3441,61.7,2841,2141,700,41092,0.28,0.72,50000,0.1,0,366366,Dining increased by 62%. Goal reach in 0.1 months. Excellent budget discipline!
538,187094,457001,8987,6716,33.8,10037,11065,-1028,46507,0.25,0.75,100000,0.1,0,433748,Dining increased by 34%. Goal reach in 0.1 months. Excellent budget discipline!
539,161254,425234,10890,10382,4.9,23038,28608,-5570,52773,0.33,0.67,50000,0.1,0,398848,Great! Shopping reduced by ₹5570. Goal reach in 0.1 months. Excellent budget discipline!
540,66648,369637,3616,2696,34.1,21151,20855,296,70818,1.06,0.0,1000000,-1.0,1000000,334228,Dining increased by 34%. Falling short of goal due to overspending. High risk: Expense ratio at 70%+. Reduce wants.
541,31417,273998,11276,13377,-15.7,9270,11597,-2327,67312,2.14,0.0,50000,-1.0,50000,240342,Great! Shopping reduced by ₹2327. Falling short of goal due to overspending. High risk: Expense ratio at 70%+. Reduce wants.
542,78605,375511,8101,8932,-9.3,15439,19180,-3741,38965,0.5,0.5,50000,0.1,0,356028,Great! Shopping reduced by ₹3741. Goal reach in 0.1 months. Excellent budget discipline!
543,69029,214311,10672,14518,-26.5,13432,15473,-2041,33411,0.48,0.52,1000000,26.9,785689,197606,Great! Shopping reduced by ₹2041. Goal reach in 26.9 months. Excellent budget discipline!
544,71735,229758,7174,8238,-12.9,7314,5813,1501,47766,0.67,0.33,100000,2.3,0,205875,Goal reach in 2.3 months. Excellent budget discipline!
545,100307,349849,8842,5379,64.4,22169,23593,-1424,54386,0.54,0.46,1000000,20.3,650151,322656,Dining increased by 64%. Goal reach in 20.3 months. Excellent budget discipline!
546,146621,52754,13977,16445,-15.0,23990,29559,-5569,63522,0.43,0.57,500000,5.9,447246,20993,Great! Shopping reduced by ₹5569. Goal reach in 5.9 months. Excellent budget discipline!
547,93915,448243,3177,2339,35.8,22138,18697,3441,60136,0.64,0.36,50000,0.1,0,418175,Dining increased by 36%. Goal reach in 0.1 months. Excellent budget discipline!
548,143673,17647,7314,5572,31.3,4437,3165,1272,47808,0.33,0.67,1000000,10.4,982353,-6257,Dining increased by 31%. Goal reach in 10.4 months. Excellent budget discipline!
549,158761,174925,9766,13205,-26.0,10910,14516,-3606,58223,0.37,0.63,500000,4.6,325075,145814,Great! Shopping reduced by ₹3606. Goal reach in 4.6 months. Excellent budget discipline!
550,161990,378879,13656,17272,-20.9,22206,29847,-7641,77112,0.48,0.52,100000,0.3,0,340323,Great! Shopping reduced by ₹7641. Goal reach in 0.3 months. Excellent budget discipline!
551,74636,333780,3181,4312,-26.2,9897,9759,138,30537,0.41,0.59,500000,9.8,166220,318512,Goal reach in 9.8 months. Excellent budget discipline!
552,177420,71973,5686,4207,35.2,13918,16399,-2481,59098,0.33,0.67,100000,0.7,0,42424,Dining increased by 35%. Great! Shopping reduced by ₹2481. Goal reach in 0.7 months. Excellent budget discipline!
553,94049,466887,3613,3016,19.8,15835,12190,3645,49072,0.52,0.48,1000000,20.2,533113,442351,Goal reach in 20.2 months. Excellent budget discipline!
554,117745,344108,8952,12174,-26.5,20454,21163,-709,59924,0.51,0.49,500000,7.5,155892,314146,Goal reach in 7.5 months. Excellent budget discipline!
555,92894,165346,2834,2152,31.7,9678,7012,2666,41909,0.45,0.55,50000,0.3,0,144392,Dining increased by 32%. Goal reach in 0.3 months. Excellent budget discipline!
556,102778,150122,6022,7100,-15.2,22398,20901,1497,61072,0.59,0.41,50000,0.5,0,119586,Goal reach in 0.5 months. Excellent budget discipline!
557,41358,313600,8818,8423,4.7,23736,26594,-2858,61076,1.48,0.0,100000,-1.0,100000,283062,Great! Shopping reduced by ₹2858. Falling short of goal due to overspending. High risk: Expense ratio at 70%+. Reduce wants.
558,93036,8224,12481,12235,2.0,2294,3012,-718,36038,0.39,0.61,50000,0.8,0,-9795,Goal reach in 0.8 months. Excellent budget discipline!
559,89664,368045,13521,10894,24.1,2928,3249,-321,60515,0.67,0.33,500000,14.6,131955,337788,Goal reach in 14.6 months. Excellent budget discipline!
560,132646,109793,9220,10124,-8.9,19888,15539,4349,57097,0.43,0.57,500000,6.3,390207,81244,Goal reach in 6.3 months. Excellent budget discipline!
561,112367,396584,9131,7451,22.5,19116,12775,6341,67933,0.6,0.4,100000,0.5,0,362618,Goal reach in 0.5 months. Excellent budget discipline!
562,148352,8121,3848,2646,45.4,24849,30072,-5223,50266,0.34,0.66,500000,5.1,491879,-17012,Dining increased by 45%. Great! Shopping reduced by ₹5223. Goal reach in 5.1 months. Excellent budget discipline!
563,118342,56338,14200,9046,57.0,6159,5397,762,58102,0.49,0.51,500000,8.1,443662,27287,Dining increased by 57%. Goal reach in 8.1 months. Excellent budget discipline!
564,110977,8297,5985,6257,-4.3,13564,16843,-3279,38574,0.35,0.65,50000,0.7,0,-10990,Great! Shopping reduced by ₹3279. Goal reach in 0.7 months. Excellent budget discipline!
565,74645,211550,11318,13148,-13.9,6069,7672,-1603,53827,0.72,0.28,1000000,46.0,788450,184636,Goal reach in 46.0 months. High risk: Expense ratio at 70%+. Reduce wants.
566,119064,388547,7031,7392,-4.9,13457,8383,5074,57546,0.48,0.52,100000,0.4,0,359774,Goal reach in 0.4 months. Excellent budget discipline!
567,90561,132483,6472,5106,26.8,21784,22251,-467,74444,0.82,0.18,50000,1.5,0,95261,Goal reach in 1.5 months. High risk: Expense ratio at 70%+. Reduce wants.
568,192087,221867,11733,8062,45.5,23119,28681,-5562,64111,0.33,0.67,50000,0.1,0,189812,Dining increased by 46%. Great! Shopping reduced by ₹5562. Goal reach in 0.1 months. Excellent budget discipline!
569,149958,296768,14704,14296,2.9,17033,11794,5239,69405,0.46,0.54,50000,0.1,0,262066,Goal reach in 0.1 months. Excellent budget discipline!
570,121945,173987,12074,14687,-17.8,22971,15650,7321,68880,0.56,0.44,50000,0.3,0,139547,Goal reach in 0.3 months. Excellent budget discipline!
571,183392,400075,8090,7179,12.7,8338,6951,1387,31033,0.17,0.83,500000,2.8,99925,384558,Goal reach in 2.8 months. Excellent budget discipline!
572,33281,174259,2764,3520,-21.5,18401,25308,-6907,54868,1.65,0.0,1000000,-1.0,1000000,146825,Great! Shopping reduced by ₹6907. Falling short of goal due to overspending. High risk: Expense ratio at 70%+. Reduce wants.
573,164467,448611,5686,6282,-9.5,19466,22353,-2887,55888,0.34,0.66,100000,0.1,0,420667,Great! Shopping reduced by ₹2887. Goal reach in 0.1 months. Excellent budget discipline!
574,80864,452984,13810,10903,26.7,6465,3947,2518,33820,0.42,0.58,50000,0.1,0,436074,Goal reach in 0.1 months. Excellent budget discipline!
575,95937,205778,12884,8283,55.6,21361,22413,-1052,74614,0.78,0.22,500000,21.5,294222,168471,Dining increased by 56%. Goal reach in 21.5 months. High risk: Expense ratio at 70%+. Reduce wants.
576,65301,349403,9275,7702,20.4,15180,18387,-3207,57455,0.88,0.12,50000,0.1,0,320676,Great! Shopping reduced by ₹3207. Goal reach in 0.1 months. High risk: Expense ratio at 70%+. Reduce wants.
577,70957,449725,2535,2727,-7.1,19608,26434,-6826,39806,0.56,0.44,100000,0.3,0,429822,Great! Shopping reduced by ₹6826. Goal reach in 0.3 months. Excellent budget discipline!
578,152756,407388,13719,18975,-27.7,17548,22001,-4453,61766,0.4,0.6,50000,0.1,0,376505,Great! Shopping reduced by ₹4453. Goal reach in 0.1 months. Excellent budget discipline!
579,36063,392452,10382,6716,54.6,21427,15947,5480,77100,2.14,0.0,100000,-1.0,100000,353902,Dining increased by 55%. Falling short of goal due to overspending. High risk: Expense ratio at 70%+. Reduce wants.
580,138602,263048,3311,3128,5.8,2745,2918,-173,50462,0.36,0.64,50000,0.1,0,237817,Goal reach in 0.1 months. Excellent budget discipline!
581,189292,99511,2154,1711,25.9,6606,4493,2113,23788,0.13,0.87,500000,2.9,400489,87617,Goal reach in 2.9 months. Excellent budget discipline!
582,91008,27457,9902,6562,50.9,21086,17993,3093,42845,0.47,0.53,500000,10.3,472543,6034,Dining increased by 51%. Goal reach in 10.3 months. Excellent budget discipline!
583,118576,309952,12072,9311,29.7,5828,8024,-2196,51737,0.44,0.56,500000,6.6,190048,284084,Great! Shopping reduced by ₹2196. Goal reach in 6.6 months. Excellent budget discipline!
584,42566,285968,5516,5064,8.9,13097,10112,2985,51352,1.21,0.0,50000,-1.0,50000,260292,Falling short of goal due to overspending. High risk: Expense ratio at 70%+. Reduce wants.
585,80697,161410,3144,3463,-9.2,10041,9244,797,25586,0.32,0.68,500000,8.5,338590,148617,Goal reach in 8.5 months. Excellent budget discipline!
586,118554,98398,3202,4432,-27.8,18637,24999,-6362,30957,0.26,0.74,1000000,11.2,901602,82920,Great! Shopping reduced by ₹6362. Goal reach in 11.2 months. Excellent budget discipline!
587,143858,410320,2770,2472,12.0,24971,29392,-4421,55194,0.38,0.62,500000,4.7,89680,382723,Great! Shopping reduced by ₹4421. Goal reach in 4.7 months. Excellent budget discipline!
588,64636,479220,10936,10181,7.4,18597,19326,-729,66882,1.03,0.0,100000,-1.0,100000,445779,Falling short of goal due to overspending. High risk: Expense ratio at 70%+. Reduce wants.
589,175993,161758,10575,12724,-16.9,10934,11588,-654,36732,0.21,0.79,100000,0.5,0,143392,Goal reach in 0.5 months. Excellent budget discipline!
590,175289,261897,2287,1629,40.4,11581,13993,-2412,39789,0.23,0.77,1000000,7.0,738103,242002,Dining increased by 40%. Great! Shopping reduced by ₹2412. Goal reach in 7.0 months. Excellent budget discipline!
591,164445,218538,3942,4919,-19.9,12559,11945,614,59417,0.36,0.64,50000,0.1,0,188830,Goal reach in 0.1 months. Excellent budget discipline!
592,141656,482859,5587,5492,1.7,17516,23838,-6322,53843,0.38,0.62,50000,0.1,0,455938,Great! Shopping reduced by ₹6322. Goal reach in 0.1 months. Excellent budget discipline!
593,85025,446090,12051,11911,1.2,20282,27121,-6839,66145,0.78,0.22,50000,0.1,0,413018,Great! Shopping reduced by ₹6839. Goal reach in 0.1 months. High risk: Expense ratio at 70%+. Reduce wants.
594,84654,117971,7923,6477,22.3,22846,14985,7861,71971,0.85,0.15,1000000,77.0,882029,81986,Goal reach in 77.0 months. High risk: Expense ratio at 70%+. Reduce wants.
595,86366,124552,10562,7474,41.3,1586,1716,-130,23689,0.27,0.73,100000,1.2,0,112708,Dining increased by 41%. Goal reach in 1.2 months. Excellent budget discipline!
596,66186,329455,2547,2182,16.7,6724,4067,2657,31254,0.47,0.53,500000,12.4,170545,313828,Goal reach in 12.4 months. Excellent budget discipline!
597,83915,226137,12523,9484,32.0,3884,5323,-1439,36258,0.43,0.57,50000,0.1,0,208008,Dining increased by 32%. Goal reach in 0.1 months. Excellent budget discipline!
598,55526,273787,8760,6334,38.3,6845,9008,-2163,28565,0.51,0.49,500000,16.5,226213,259504,Dining increased by 38%. Great! Shopping reduced by ₹2163. Goal reach in 16.5 months. Excellent budget discipline!
599,150453,283153,9935,7272,36.6,18545,19746,-1201,64917,0.43,0.57,50000,0.1,0,250694,Dining increased by 37%. Goal reach in 0.1 months. Excellent budget discipline!
600,56443,89593,10175,13100,-22.3,7743,7705,38,36850,0.65,0.35,1000000,50.1,910407,71168,Goal reach in 50.1 months. Excellent budget discipline!
601,171696,347629,4815,6406,-24.8,1833,1197,636,50940,0.3,0.7,50000,0.1,0,322159,Goal reach in 0.1 months. Excellent budget discipline!
602,172615,146485,12290,17112,-28.2,17243,22441,-5198,56051,0.32,0.68,500000,4.0,353515,118460,Great! Shopping reduced by ₹5198. Goal reach in 4.0 months. Excellent budget discipline!
603,175661,61550,13343,8458,57.7,17990,14047,3943,60940,0.35,0.65,500000,4.3,438450,31080,Dining increased by 58%. Goal reach in 4.3 months. Excellent budget discipline!
604,39362,174671,8269,6211,33.1,14191,17968,-3777,55798,1.42,0.0,50000,-1.0,50000,146772,Dining increased by 33%. Great! Shopping reduced by ₹3777. Falling short of goal due to overspending. High risk: Expense ratio at 70%+. Reduce wants.
605,180513,29988,7662,7858,-2.5,7214,9365,-2151,38551,0.21,0.79,1000000,7.0,970012,10712,Great! Shopping reduced by ₹2151. Goal reach in 7.0 months. Excellent budget discipline!
606,191901,173124,13001,9309,39.7,21013,19292,1721,48321,0.25,0.75,500000,3.2,326876,148964,Dining increased by 40%. Goal reach in 3.2 months. Excellent budget discipline!
607,174341,313832,11775,16212,-27.4,8476,7854,622,65688,0.38,0.62,1000000,8.6,686168,280988,Goal reach in 8.6 months. Excellent budget discipline!
608,153316,210632,2554,1969,29.7,5815,5220,595,30544,0.2,0.8,1000000,7.8,789368,195360,Goal reach in 7.8 months. Excellent budget discipline!
609,106683,454636,3725,4960,-24.9,25000,31259,-6259,44969,0.42,0.58,100000,0.1,0,432152,Great! Shopping reduced by ₹6259. Goal reach in 0.1 months. Excellent budget discipline!
610,50924,142047,7237,8012,-9.7,4795,3692,1103,41932,0.82,0.18,1000000,108.1,857953,121081,Goal reach in 108.1 months. High risk: Expense ratio at 70%+. Reduce wants.
611,173488,122796,5280,5765,-8.4,16945,20840,-3895,43022,0.25,0.75,100000,0.6,0,101285,Great! Shopping reduced by ₹3895. Goal reach in 0.6 months. Excellent budget discipline!
612,71869,398939,11223,15388,-27.1,13008,16081,-3073,59943,0.83,0.17,50000,0.1,0,368968,Great! Shopping reduced by ₹3073. Goal reach in 0.1 months. High risk: Expense ratio at 70%+. Reduce wants.
613,189328,114275,9045,10645,-15.0,10293,10924,-631,40371,0.21,0.79,100000,0.5,0,94090,Goal reach in 0.5 months. Excellent budget discipline!
614,197693,348531,7396,6568,12.6,12862,17336,-4474,46537,0.24,0.76,100000,0.2,0,325262,Great! Shopping reduced by ₹4474. Goal reach in 0.2 months. Excellent budget discipline!
615,84901,92973,10871,13267,-18.1,15211,9926,5285,66375,0.78,0.22,100000,4.4,7027,59786,Goal reach in 4.4 months. High risk: Expense ratio at 70%+. Reduce wants.
616,155191,176351,5947,6069,-2.0,19962,16533,3429,35622,0.23,0.77,1000000,8.1,823649,158540,Goal reach in 8.1 months. Excellent budget discipline!
617,103904,338723,2530,1818,39.1,7220,9705,-2485,17383,0.17,0.83,500000,5.0,161277,330032,Dining increased by 39%. Great! Shopping reduced by ₹2485. Goal reach in 5.0 months. Excellent budget discipline!
618,83062,187505,4235,3835,10.4,6532,8998,-2466,42156,0.51,0.49,100000,1.5,0,166427,Great! Shopping reduced by ₹2466. Goal reach in 1.5 months. Excellent budget discipline!
619,159069,493228,5256,6620,-20.6,9420,12331,-2911,27372,0.17,0.83,100000,0.1,0,479542,Great! Shopping reduced by ₹2911. Goal reach in 0.1 months. Excellent budget discipline!
620,37352,351585,6162,6311,-2.4,4143,5229,-1086,47593,1.27,0.0,50000,-1.0,50000,327788,Falling short of goal due to overspending. High risk: Expense ratio at 70%+. Reduce wants.
621,175174,216158,11642,13714,-15.1,8324,10933,-2609,34303,0.2,0.8,500000,3.2,283842,199006,Great! Shopping reduced by ₹2609. Goal reach in 3.2 months. Excellent budget discipline!
622,52530,124359,13023,10799,20.6,4494,5449,-955,49803,0.95,0.05,100000,27.5,0,99458,Goal reach in 27.5 months. High risk: Expense ratio at 70%+. Reduce wants.
623,42619,106664,3116,2200,41.7,13272,15244,-1972,56577,1.33,0.0,50000,-1.0,50000,78376,Dining increased by 42%. Falling short of goal due to overspending. High risk: Expense ratio at 70%+. Reduce wants.
624,87980,175783,5171,6913,-25.2,17682,17218,464,61502,0.7,0.3,500000,17.6,324217,145032,Goal reach in 17.6 months. Excellent budget discipline!
625,195701,297655,14941,18339,-18.5,2914,2435,479,33193,0.17,0.83,1000000,5.8,702345,281058,Goal reach in 5.8 months. Excellent budget discipline!
626,172477,134229,13568,17611,-23.0,11054,14343,-3289,66249,0.38,0.62,100000,0.7,0,101104,Great! Shopping reduced by ₹3289. Goal reach in 0.7 months. Excellent budget discipline!
627,196514,424011,4970,3637,36.7,4205,4495,-290,47798,0.24,0.76,1000000,6.2,575989,400112,Dining increased by 37%. Goal reach in 6.2 months. Excellent budget discipline!
628,130090,395061,5436,6598,-17.6,23863,25361,-1498,40295,0.31,0.69,500000,4.7,104939,374914,Goal reach in 4.7 months. Excellent budget discipline!
629,60527,387414,5023,4612,8.9,8871,8479,392,52095,0.86,0.14,50000,0.1,0,361366,Goal reach in 0.1 months. High risk: Expense ratio at 70%+. Reduce wants.
630,67986,261475,13533,14481,-6.5,9424,10998,-1574,66669,0.98,0.02,1000000,719.6,738525,228140,Goal reach in 719.6 months. High risk: Expense ratio at 70%+. Reduce wants.
631,120759,277936,3865,4390,-12.0,24924,15084,9840,56692,0.47,0.53,100000,0.7,0,249590,Goal reach in 0.7 months. Excellent budget discipline!
632,191591,21848,14247,14221,0.2,6756,7700,-944,38232,0.2,0.8,50000,0.3,0,2732,Goal reach in 0.3 months. Excellent budget discipline!
633,132973,294778,13313,11557,15.2,6253,4025,2228,39948,0.3,0.7,100000,0.4,0,274804,Goal reach in 0.4 months. Excellent budget discipline!
634,30649,490419,13808,15099,-8.5,20070,18888,1182,58701,1.92,0.0,1000000,-1.0,1000000,461068,Falling short of goal due to overspending. High risk: Expense ratio at 70%+. Reduce wants.
635,194273,335816,10413,10534,-1.1,15951,19395,-3444,58189,0.3,0.7,50000,0.1,0,306722,Great! Shopping reduced by ₹3444. Goal reach in 0.1 months. Excellent budget discipline!
636,46704,449026,2114,1735,21.9,16407,12115,4292,53875,1.15,0.0,50000,-1.0,50000,422088,Falling short of goal due to overspending. High risk: Expense ratio at 70%+. Reduce wants.
637,46994,291151,10062,9632,4.5,7310,9980,-2670,42113,0.9,0.1,50000,0.1,0,270094,Great! Shopping reduced by ₹2670. Goal reach in 0.1 months. High risk: Expense ratio at 70%+. Reduce wants.
638,90457,328158,10480,7856,33.4,7386,6331,1055,51036,0.56,0.44,500000,11.0,171842,302640,Dining increased by 33%. Goal reach in 11.0 months. Excellent budget discipline!
639,177652,239864,12168,16510,-26.3,1430,1663,-233,33932,0.19,0.81,500000,3.1,260136,222898,Goal reach in 3.1 months. Excellent budget discipline!
640,150168,49411,6136,4002,53.3,7914,10156,-2242,28197,0.19,0.81,500000,4.0,450589,35312,Dining increased by 53%. Great! Shopping reduced by ₹2242. Goal reach in 4.0 months. Excellent budget discipline!
641,63220,400272,10685,10717,-0.3,2425,3035,-610,43732,0.69,0.31,50000,0.1,0,378406,Goal reach in 0.1 months. Excellent budget discipline!
642,62264,161441,5747,5406,6.3,3086,3000,86,33874,0.54,0.46,500000,16.5,338559,144504,Goal reach in 16.5 months. Excellent budget discipline!
643,152789,218036,14770,13470,9.6,10849,9221,1628,64226,0.42,0.58,50000,0.1,0,185923,Goal reach in 0.1 months. Excellent budget discipline!
644,95608,247122,14384,15536,-7.4,20840,20846,-6,59010,0.62,0.38,1000000,26.0,752878,217617,Goal reach in 26.0 months. Excellent budget discipline!
645,103366,322436,7205,9390,-23.3,21374,24922,-3548,43190,0.42,0.58,50000,0.1,0,300841,Great! Shopping reduced by ₹3548. Goal reach in 0.1 months. Excellent budget discipline!
646,44893,468839,8170,5615,45.5,22172,26593,-4421,68820,1.53,0.0,50000,-1.0,50000,434429,Dining increased by 46%. Great! Shopping reduced by ₹4421. Falling short of goal due to overspending. High risk: Expense ratio at 70%+. Reduce wants.
647,147665,134350,5108,6295,-18.9,5589,7704,-2115,49774,0.34,0.66,1000000,9.9,865650,109463,Great! Shopping reduced by ₹2115. Goal reach in 9.9 months. Excellent budget discipline!
648,121464,287845,11538,7179,60.7,22446,21962,484,68101,0.56,0.44,1000000,17.7,712155,253794,Dining increased by 61%. Goal reach in 17.7 months. Excellent budget discipline!
649,68420,163307,9725,9958,-2.3,15592,17597,-2005,37114,0.54,0.46,1000000,30.9,836693,144750,Great! Shopping reduced by ₹2005. Goal reach in 30.9 months. Excellent budget discipline!
650,192219,26573,2971,2914,2.0,13133,11794,1339,44394,0.23,0.77,100000,0.6,0,4376,Goal reach in 0.6 months. Excellent budget discipline!
651,47497,196593,5065,4711,7.5,8465,6680,1785,46620,0.98,0.02,500000,525.3,303407,173283,Goal reach in 525.3 months. High risk: Expense ratio at 70%+. Reduce wants.
652,87294,277543,7889,7831,0.7,24174,27915,-3741,45634,0.52,0.48,500000,10.7,222457,254726,Great! Shopping reduced by ₹3741. Goal reach in 10.7 months. Excellent budget discipline!
